rank,video_id,title,view_count,duration,url
1150,rm-PKI0el54,Katherine Jenkins - God Save The King | Live Performance,136000,146,https://www.youtube.com/watch?v=rm-PKI0el54
1151,Dov4QBFt1Tg,"""Would You Beat Tyson Fury?"" Lennox Lewis on Fighting Tyson Fury | PMU",136000,346,https://www.youtube.com/watch?v=Dov4QBFt1Tg
1152,xgD5dfHv1kk,"Piers Morgan: ""I WILL Ask You To Condemn Things!"" | Morgan's Mailbag",135000,934,https://www.youtube.com/watch?v=xgD5dfHv1kk
1153,_SYYQcQfz9E,Piers Morgan Interviews The Iceman Wim Hof About His Famous Method,135000,576,https://www.youtube.com/watch?v=_SYYQcQfz9E
1154,teBiBJUnfKU,Piers Morgan Defends 'Cancelled' Army Hero Over Gender-Critical Views,134000,727,https://www.youtube.com/watch?v=teBiBJUnfKU
1155,YEd321pDN0o,Brian Cox on Cristiano Ronaldo and Succession,134000,1430,https://www.youtube.com/watch?v=YEd321pDN0o
1156,-evUwHP9hwY,“CAN'T Keep Relying On KANE!” Simon Jordan & John Terry SLAM England Performance + USA Win Again,133000,2761,https://www.youtube.com/watch?v=-evUwHP9hwY
1157,HcjEMDlmnRc,Princess Diana's Psychic Says Prince Harry Asked Her About His Mother's Passing,132000,616,https://www.youtube.com/watch?v=HcjEMDlmnRc
1158,OvpWGBdpDPo,"""I Need To Change Profession!"" Piers Morgan Interviews 'NPC' TikToker",130000,315,https://www.youtube.com/watch?v=OvpWGBdpDPo
1159,xxZJm0SIzhE,"""Weird From The FA..."" Piers Morgan, John Terry and Simon Jordan On Henderson & World Cup So Far",129000,3116,https://www.youtube.com/watch?v=xxZJm0SIzhE
1160,wYt5cpJ02XY,"""Oprah Looked Like The WORST Journalist In The World!"" - Panel On Harry And Meghan Interview",129000,529,https://www.youtube.com/watch?v=wYt5cpJ02XY
1161,TQ2GoT9zzwM,Andrew Tate DEFENDS Going On Alex Jones Podcast,127000,613,https://www.youtube.com/watch?v=TQ2GoT9zzwM
1162,xdgzEgDn9Is,Piers Morgan CENSORED By Facebook? Social Media Debate With Jaron Lanier and Seth Dillon,126000,1038,https://www.youtube.com/watch?v=xdgzEgDn9Is
1163,VAnr5Rrm9os,"""I Feel Embarrassed"" Ava Evans Opens Up About Laurence Fox's Misogyny And Suspension",126000,630,https://www.youtube.com/watch?v=VAnr5Rrm9os
1164,QJ0qlwSowxw,Britain's STRICTEST Headmistress Debates The Power Of Her Teaching Methods!,125000,341,https://www.youtube.com/watch?v=QJ0qlwSowxw
1165,EdSLiA-uvnM,"Piers Morgan Reacts To King Charles' Oath Of Allegiance: ""It's A Misstep""",124000,274,https://www.youtube.com/watch?v=EdSLiA-uvnM
1166,Dz55mx9CuNU,Jordan Peterson On Helping Cristiano Ronaldo And Discussing His Retirement,124000,314,https://www.youtube.com/watch?v=Dz55mx9CuNU
1167,o3uYxVUS_-4,"""It's DYSTOPIAN!"" MP Rosie Duffield On Transgender Debate and Keir Starmer's Labour",123000,1184,https://www.youtube.com/watch?v=o3uYxVUS_-4
1168,oLPo1iBaMOo,Piers Morgan Shows Support For King Charles III After Powerful Speech,123000,442,https://www.youtube.com/watch?v=oLPo1iBaMOo
1169,tCq1GyT_6_U,"""She Plays This WOKE VICTIM!"" Meghan Markle's Podcast 'Archetypes' Review",122000,398,https://www.youtube.com/watch?v=tCq1GyT_6_U
1170,OYdeRz9w3Gw,"""You Can Change GENDER But Not SEX!"" Professor Winston On 'What Is A Woman?'",122000,411,https://www.youtube.com/watch?v=OYdeRz9w3Gw
1171,SQTPpBgB2qs,"""I'll Fight For £500M!"" Tyson Fury On His Return To Boxing",122000,509,https://www.youtube.com/watch?v=SQTPpBgB2qs
1172,PYRf9EPKXRU,"""The BBC Should Reprimand Him!"" Michael Cole on Gary Lineker's Tweet",121000,1041,https://www.youtube.com/watch?v=PYRf9EPKXRU
1173,N_w_KA1ADZI,Piers Morgan: I Will NEVER Mute Guests In My Israel-Palestine Debates,118000,827,https://www.youtube.com/watch?v=N_w_KA1ADZI
1174,0yF5D7y6hqM,"Piers Morgan's US Election Debate | ""Donald Trump Is Going To Win BIG""",118000,647,https://www.youtube.com/watch?v=0yF5D7y6hqM
1175,T6MYZbiSR0c,"""She Wants To Be A Celebrity!"" Filmmaker on Shamima Begum's True Intentions",118000,394,https://www.youtube.com/watch?v=T6MYZbiSR0c
1176,9cqA0L_IKnw,"Piers Morgan, William Shatner and Howie Mandel React To Deepfake AI",117000,514,https://www.youtube.com/watch?v=9cqA0L_IKnw
1177,wSUwpLwd3q4,"""Thank You UK!"" Klitschko On Ukraine War In An Emotional Interview",117000,1405,https://www.youtube.com/watch?v=wSUwpLwd3q4
1178,NGQHLrsbFBo,"""It's Rewarding Failure!"" Piers Morgan vs Bianca Westwood On Mary Earps SPOTY Win",116000,769,https://www.youtube.com/watch?v=NGQHLrsbFBo
1179,zN3hi9EXexw,"""Harry Behaved Badly, Andrew is DISGRACED!"" Piers On Prince Harry vs Prince Andrew",115000,526,https://www.youtube.com/watch?v=zN3hi9EXexw
1180,bnL5IrlTe2o,"Reparations ""Will Tear Western Societies Apart""",114000,714,https://www.youtube.com/watch?v=bnL5IrlTe2o
1181,kyyWsU6a4lg,"Piers Morgan vs Konstantin Kisin On Harry and Meghan, Transgender Athletes And More",109000,491,https://www.youtube.com/watch?v=kyyWsU6a4lg
1182,OqXnlwct0CY,'TOTAL GRIFTER!' Arthur C. Brooks On Andrew Tate & Whether Money Can Buy Happiness,108000,1703,https://www.youtube.com/watch?v=OqXnlwct0CY
1183,kW9rpVcFDHI,Piers Morgan Reveals Phone Call With Donald Trump | With Benny Johnson And Lara Trump,108000,885,https://www.youtube.com/watch?v=kW9rpVcFDHI
1184,TWuCJgKrQaU,"""The BBC Should ANSWER To The Public"" - Piers Morgan Debates Presenter Scandal",108000,738,https://www.youtube.com/watch?v=TWuCJgKrQaU
1185,-I9TbnwEmAw,Cenk Uygur's Biggest Piers Morgan Uncensored MELTDOWNS!,106000,1297,https://www.youtube.com/watch?v=-I9TbnwEmAw
1186,YFwtyxPLstQ,"""I'm SORRY"" - Piers Morgan EXTRACTS Apology From Kwasi Kwarteng For Breaking Economy Under Liz Truss",106000,1228,https://www.youtube.com/watch?v=YFwtyxPLstQ
1187,KeH2rTh6YTY,"Harry and Meghan Reported To Stop Netflix Filming: ""I'm Not Entertaining Much Hope!""",106000,676,https://www.youtube.com/watch?v=KeH2rTh6YTY
1188,6xfDIdfNnK8,"""They Don't Need Royal Titles!"" Heated Debate Over Harry and Meghan's Royal Titles",106000,637,https://www.youtube.com/watch?v=6xfDIdfNnK8
1189,xm4tnAzkWV0,"""He's Innocent!"" Panel Debate Mason Greenwood's Release From Manchester United",105000,635,https://www.youtube.com/watch?v=xm4tnAzkWV0
1190,pdjGqFwKkXM,"Piers Morgan Takes On Andrew Tate, Chess, Misogyny and Meghan Markle",105000,1073,https://www.youtube.com/watch?v=pdjGqFwKkXM
1191,1ch0y1TByHU,"Piers Morgan BREAKS The Internet! | Cristiano Ronaldo, Andrew Tate & More",104000,2780,https://www.youtube.com/watch?v=1ch0y1TByHU
1192,BY65RdozdDg,"""They Cancelled My DOG!"" Piers Morgan Interviews Anti-Pride Month Dog Owner",103000,425,https://www.youtube.com/watch?v=BY65RdozdDg
1193,hGnZWcazZas,President Zelensky And First Lady Zelensky's FULL Interview With Piers Morgan,103000,3510,https://www.youtube.com/watch?v=hGnZWcazZas
1194,eNTd2RrlCPc,"""The Royal Family Don't Trust Harry and Meghan!"" Piers Morgan on Meghan Markle",102000,303,https://www.youtube.com/watch?v=eNTd2RrlCPc
1195,OmsuDc0DAeU,"""Mental Illness Is Over-Diagnosed!"" Piers Morgan Debates Mental Health Crisis",99000,482,https://www.youtube.com/watch?v=OmsuDc0DAeU
1196,dqqgE85y6rM,"""Rory McIlroy, Don't Begrudge Other Players!"" Greg Norman Debates LIV Golf With Piers Morgan",99000,1274,https://www.youtube.com/watch?v=dqqgE85y6rM
1197,Gn6pvufRWOs,"""You Cannot Have A RENEGADE Royal Family!"" Piers Morgan on Prince Harry and Meghan Markle",99000,391,https://www.youtube.com/watch?v=Gn6pvufRWOs
1198,f1jtSn4xjxY,Stanley Johnson WALKS OFF SET After Being Questioned About Boris,99000,765,https://www.youtube.com/watch?v=f1jtSn4xjxY
1199,CT8jPsb7tz8,"""There Is No Dignity!"" Matt Hancock Going On I’m A Celebrity Angers Ann Widdecombe",98000,1167,https://www.youtube.com/watch?v=CT8jPsb7tz8
1200,QOp6L1O0_io,"""We Had a Great Relationship"" - Harvey Weinstein's Lawyer Speaks Out",97000,1974,https://www.youtube.com/watch?v=QOp6L1O0_io
1201,N234FJye320,Fyre Festival's Billy McFarland Talks About Doing A SECOND Festival,97000,446,https://www.youtube.com/watch?v=N234FJye320
1202,V3IZUXQhUfg,Danny Cipriani Talks About Caroline Flack and Russell Brand Being 'Attacked' By Media,96000,657,https://www.youtube.com/watch?v=V3IZUXQhUfg
1203,9QMGDTxjdK8,"""We CAN'T Take Out Putin!"" Navy Seal Robert O'Neill On Eliminating Putin | PMU",96000,375,https://www.youtube.com/watch?v=9QMGDTxjdK8
1204,3dufvNwG6ss,"""It's Licensed Cheating"" Piers Morgan Reacts To Transgender Athletes In Women's Sports",95000,375,https://www.youtube.com/watch?v=3dufvNwG6ss
1205,hU2rEKp-jGY,Piers Morgan vs Eddie Hearn vs Barry Hearn | Darts Challenge & Quick-Fire Questions,94000,1179,https://www.youtube.com/watch?v=hU2rEKp-jGY
1206,Nk332zx5-NE,"""We Adults Are To Blame"" Ukraine's First Lady Olena Zelenska On Putin and Israel-Hamas",93000,2851,https://www.youtube.com/watch?v=Nk332zx5-NE
1207,ndbgec8TlBI,"""He's A PHONY!"" Piers Morgan Slams Matt Hancock's Apology",93000,535,https://www.youtube.com/watch?v=ndbgec8TlBI
1208,xqRKHQpbfKg,Piers Morgan and Sharon Osbourne's Tribute To The Late Jerry Springer,91000,734,https://www.youtube.com/watch?v=xqRKHQpbfKg
1209,mKuERlip0SI,"""Show Some Respect!"" Piers Morgan's Message To People Trashing The Queen's Death",90000,120,https://www.youtube.com/watch?v=mKuERlip0SI
1210,hFGyjbmVON4,"""Keep Women's Sport FAIR!"" Shot Putter On Transgender Athletes In Women's Sports",89000,490,https://www.youtube.com/watch?v=hFGyjbmVON4
1211,8JnWH0wM9cU,"""He Might Be Regretting It!"" Dickie Arbiter On Prince Harry's 'Spare' Book",88000,344,https://www.youtube.com/watch?v=8JnWH0wM9cU
1212,EINk1fjcfA0,“I’m STILL Their DAD!” Caitlyn Jenner On Parenting The Kardashians,88000,653,https://www.youtube.com/watch?v=EINk1fjcfA0
1213,a_1JouY5fso,"""Meghan Simply Didn't Understand!"" Tina Brown On Meghan and Harry | PMU",87000,578,https://www.youtube.com/watch?v=a_1JouY5fso
1214,is4LR8P6llU,Katherine Jenkins Performs 'Rule Britannia' To Celebrate King Charles' Coronation,86000,155,https://www.youtube.com/watch?v=is4LR8P6llU
1215,AQgv_05YraU,"""Social Media Can't Save Jake Paul!"" Tommy Fury On His Fight With Jake Paul",86000,313,https://www.youtube.com/watch?v=AQgv_05YraU
1216,5NEv01w6le4,Piers Morgan vs Kari Lake: 'People Would Vote For Trump Even If He Was In ALCATRAZ',85000,440,https://www.youtube.com/watch?v=5NEv01w6le4
1217,UqueHMQDFxE,"""It Can't Survive"" Nadine Dorries On 'This Morning' After Phillip Schofield Scandal",84000,821,https://www.youtube.com/watch?v=UqueHMQDFxE
1218,uZDX13rbRZo,"""You're A FASCIST!"" Former Union Boss Makes OUTRAGEOUS Claims About Hosts",84000,523,https://www.youtube.com/watch?v=uZDX13rbRZo
1219,xz2hz3s7v9c,Royal Photographer Reveals What He Said To King Charles III After Queen's Death,84000,499,https://www.youtube.com/watch?v=xz2hz3s7v9c
1220,VYH71GVoSR4,"""He Has Reformed Himself!"" Tom Bower On King Charles III's Past And Future",84000,551,https://www.youtube.com/watch?v=VYH71GVoSR4
1221,LttmJAjOs1w,"""Will Smith's JUST AS BAD!"" Tyrus on Dave Chappelle's Stand Up Attack | PMU",84000,515,https://www.youtube.com/watch?v=LttmJAjOs1w
1222,WXelzD4n1bI,"""Harry, This Book Is NOT A Good Idea!"" Piers Morgan on Prince Harry's Rift With Prince William",83000,348,https://www.youtube.com/watch?v=WXelzD4n1bI
1223,PLMjW4j25CE,"EXCLUSIVE: ""Dominic Raab Called Me A Silly B*tch!"" Gina Miller on Raab's 'Bullying'",82000,374,https://www.youtube.com/watch?v=PLMjW4j25CE
1224,iG2-acL-sRI,Piers Morgan Debates Julian Assange's Release With His Father and Brother,82000,883,https://www.youtube.com/watch?v=iG2-acL-sRI
1225,2nqIFAGIPcA,Jordan Peterson Teaches Piers Morgan The Power Of Listening!,82000,351,https://www.youtube.com/watch?v=2nqIFAGIPcA
1226,P9oJuYb7z8I,"""I Have Zero Sympathy"" Dwarf Actor Dylan Postl SLAMS Hugh Grant For Taking Oompa Loompa Role",81000,378,https://www.youtube.com/watch?v=P9oJuYb7z8I
1227,PVSliTRckys,"""It Was Emotional"" - Katherine Jenkins On Recording The First 'God Save The King'",81000,878,https://www.youtube.com/watch?v=PVSliTRckys
1228,735uUCW3eIA,Mick Lynch (AKA 'The Hood' From Thunderbirds) discusses Tube Strikes | PMU,81000,906,https://www.youtube.com/watch?v=735uUCW3eIA
1229,idRxD7wHQ3c,Seven Minutes of Piers Morgan's BEST Moments | PMU,81000,435,https://www.youtube.com/watch?v=idRxD7wHQ3c
1230,UEFQwkL0Ujg,"""She's NOT Telling The TRUTH!"" Danielle Lloyd on Coleen Rooney vs Rebekah Vardy",80000,525,https://www.youtube.com/watch?v=UEFQwkL0Ujg
1231,7dupl6EciLE,"Piers Morgan Defends Rishi Sunak Bet: ""I Tried To Stop People Being Mistreated!""",79000,1511,https://www.youtube.com/watch?v=7dupl6EciLE
1232,1f4l1mO7uFg,"""Donald Trump Was The BEST President!"" Golfer John Daly on America's Presidents",79000,395,https://www.youtube.com/watch?v=1f4l1mO7uFg
1233,RgCRBwS9t3M,"""It Will Be Michelle Obama vs Donald Trump!"" Clay Travis Predicts 2024 Election Outcome",78000,816,https://www.youtube.com/watch?v=RgCRBwS9t3M
1234,DoiW9PO1eHk,"Piers Morgan takes on Andrew Tate, Jordan Peterson, Matt Hancock, Meghan Markle and Just Stop Oil",78000,462,https://www.youtube.com/watch?v=DoiW9PO1eHk
1235,n4SMLL5SHlU,"""Trump Is Not Boring"" Kevin O'Leary On Donald Trump's Mugshot And Popularity",77000,594,https://www.youtube.com/watch?v=n4SMLL5SHlU
1236,TBnpg5pWgO8,"""DeSantis Will Win!"" Meghan McCann And Dave Rubin on Trump's Future",76000,1013,https://www.youtube.com/watch?v=TBnpg5pWgO8
1237,DSbX6tpGu-E,Piers Morgan takes on Cristiano Ronaldo the BEST MOMENTS,76000,726,https://www.youtube.com/watch?v=DSbX6tpGu-E
1238,Jq-54D14ztQ,"""He's Not The Devil!"" Piers Morgan Reacts To Kanye 'Ye' West Interview",76000,342,https://www.youtube.com/watch?v=Jq-54D14ztQ
1239,sN98kcQDedk,Piers Morgan Interviews The Man Who Attempted To Assassinate President Ronald Reagan,76000,1103,https://www.youtube.com/watch?v=sN98kcQDedk
1240,8CAwDuVUOJI,"""He's Suffering Profoundly!"" Wife of WikiLeaks' Julian Assange Calls For His Release",76000,586,https://www.youtube.com/watch?v=8CAwDuVUOJI
1241,ccMvmlNYHN8,“She WILL Appeal!” Ghislaine Maxwell Sentenced To 20 Years In Prison Reaction,76000,1430,https://www.youtube.com/watch?v=ccMvmlNYHN8
1242,TyFUv4J5zsA,Eminem Impersonator Vincent Marcus SCHOOLS Vivek Ramaswamy In Rap,75000,595,https://www.youtube.com/watch?v=TyFUv4J5zsA
1243,T72Ze9grTfI,"""That Election Was Rigged And Stolen!"" Donald Trump On The 2020 Election | PMU",75000,447,https://www.youtube.com/watch?v=T72Ze9grTfI
1244,-n3ufDSgelk,"Piers Morgan's Most Controversial Walkouts! Trump, Kanye, Jake Paul & More!",74000,1125,https://www.youtube.com/watch?v=-n3ufDSgelk
1245,_3aI2b-pBic,Vitali And Wladimir Klitschko's FULL Interview With Piers Morgan,74000,2444,https://www.youtube.com/watch?v=_3aI2b-pBic
1246,YdQhmWocXg0,Julia Hartley-Brewer and Piers Morgan's HEATED Debate Over Vaccines,74000,578,https://www.youtube.com/watch?v=YdQhmWocXg0
1247,UnPbeTXhoYU,"""NO! DON'T BE RUDE!"" Piers Morgan's HEATED Debate With Putin's Former Adviser",73000,599,https://www.youtube.com/watch?v=UnPbeTXhoYU
1248,FA37irtk9pg,"""I Played For TROPHIES, Not Points!"" Navratilova on Naomi Osaka and Wimbledon",72000,528,https://www.youtube.com/watch?v=FA37irtk9pg
1249,CDrhUIKCamg,"""You Don't See Colour? You Ought To!"" Panels HEATED Debate Over WOKE Cops",71000,681,https://www.youtube.com/watch?v=CDrhUIKCamg
1250,XGWdfePstLo,"""Elon Musk Wants FREE SPEECH!"" Caitlyn Jenner on Twitter and Elon Musk",71000,853,https://www.youtube.com/watch?v=XGWdfePstLo
1251,XtRsOJXq3FY,Piers Morgan vs Frankie Dettori On His Relationship With Queen Elizabeth And Surviving Plane Crash,70000,3076,https://www.youtube.com/watch?v=XtRsOJXq3FY
1252,RLdvEuzNW5o,A HEATED DEBATE On Abortion Rights And Pro Life vs Pro Choice | PMU,70000,585,https://www.youtube.com/watch?v=RLdvEuzNW5o
1253,383vTMq21ps,"""We Elevate People Like Jimmy Savile!"" Andrew Neil On 'Vulgar' Russell Brand",69000,540,https://www.youtube.com/watch?v=383vTMq21ps
1254,SZxP38f_npY,Prince Harry’s Book 'Spare' Will Be “Nail In The Coffin” For King Charles,69000,294,https://www.youtube.com/watch?v=SZxP38f_npY
1255,Sq3stMR7OsQ,"Piers Morgan takes on Cristiano Ronaldo leaving United, Kevin Pietersen and Succession",68000,984,https://www.youtube.com/watch?v=Sq3stMR7OsQ
1256,qncbxF64md8,Piers Morgan's HEATED Debate With Andrew Tate On Needing 'Authority' Over Women,66000,358,https://www.youtube.com/watch?v=qncbxF64md8
1257,06yiiEWsxME,"""Australians Think HE'S A TOOL!"" Erin Molan on Nick Kyrgios At Wimbledon",66000,758,https://www.youtube.com/watch?v=06yiiEWsxME
1258,Pv8aolJJRtw,Tomi Lahren and Grace Blakeley Have A HEATED Debate Over Trump's Presidency | PMU,65000,357,https://www.youtube.com/watch?v=Pv8aolJJRtw
1259,olJ_QfSmNio,"""Who Will Make Better Music - People Or AI?"" will.i.am vs Piers Morgan",63000,1534,https://www.youtube.com/watch?v=olJ_QfSmNio
1260,qHUOy2ETZV4,MONDAY: Piers Morgan Interviews Prime Minister Rishi Sunak - Round 2!,63000,69,https://www.youtube.com/watch?v=qHUOy2ETZV4
1261,LOzvKoHRd38,"""I Pretty Much Gave Up"" | British Family On Surviving Hamas Attacks In Gaza",63000,692,https://www.youtube.com/watch?v=LOzvKoHRd38
1262,804bXJoPf_4,"""No One Cares You Don't Care!"" Piers Morgan Slams 'Anti Monarchy' Protests",63000,231,https://www.youtube.com/watch?v=804bXJoPf_4
1263,i5GkZ5rMPEw,"Lauren Chen Takes On OnlyFans Model Over Advertising Billboard ""Take It Down!""",62000,528,https://www.youtube.com/watch?v=i5GkZ5rMPEw
1264,588P-0q9pYg,"Piers Morgan On King Charles III - ""Stay Out Of Politics!""",62000,695,https://www.youtube.com/watch?v=588P-0q9pYg
1265,ZKuPzKJmj10,Piers Morgan GRILLS Prime Minister Rishi Sunak Over NHS Nurse Wages,61000,461,https://www.youtube.com/watch?v=ZKuPzKJmj10
1266,uplsau0zslM,Piers Morgan BLASTS Richard Tice For Saying Gary Lineker Breached His BBC Contract,60000,831,https://www.youtube.com/watch?v=uplsau0zslM
1267,clyuVJcMmDE,"""Mick Jagger Is A BAD SINGER!"" Piers Morgan and Shaun Ryder React To Glastonbury",60000,725,https://www.youtube.com/watch?v=clyuVJcMmDE
1268,FYnzbyX9iUU,Bernie Ecclestone Calls Lewis Hamilton's Claims of Racism “A Load of Rubbish”,59000,2201,https://www.youtube.com/watch?v=FYnzbyX9iUU
1269,51qzZ8mcxWM,"""Taylor Swift Is The Biggest Popstar Ever!"" Piers Morgan On Why He's A Swiftie",58000,297,https://www.youtube.com/watch?v=51qzZ8mcxWM
1270,OwC8l7Yfar8,Piers Morgan's Final Goodbye to Queen Elizabeth II After State Funeral,58000,261,https://www.youtube.com/watch?v=OwC8l7Yfar8
1271,n5eCHSuukoo,"""Biden Should Debate Us!"" Marianne Williamson On Her 2024 Presidential Bid",56000,713,https://www.youtube.com/watch?v=n5eCHSuukoo
1272,bmNXNOmR7cM,"Piers Morgan takes on Royal Racism, Qatar World Cup, Migrant Deaths and Keys and Gray",56000,883,https://www.youtube.com/watch?v=bmNXNOmR7cM
1273,aqAdZzWtm70,Piers Morgan Reacts To Climate Activists Throwing Soup On Van Gogh's 'Sunflowers' Painting,55000,301,https://www.youtube.com/watch?v=aqAdZzWtm70
1274,JySIRDAqSvE,"""He's Been Lying Since 1987!"" Anne Robinson On Boris Johnson Resigning",55000,541,https://www.youtube.com/watch?v=JySIRDAqSvE
1275,JKoVm201HoA,"""Will Meghan STEP UP!?"" Anne Robinson on The Royals | PMU",55000,645,https://www.youtube.com/watch?v=JKoVm201HoA
1276,ZTD5LOusISY,"""We CAN Travel Into The Future!"" Neil deGrasse Tyson On If Time Travel Is Possible",54000,651,https://www.youtube.com/watch?v=ZTD5LOusISY
1277,l32u-aJ-s9g,"Meghan Markle and Prince Harry ""Don't Care"" About Children's Royal Titles",53000,494,https://www.youtube.com/watch?v=l32u-aJ-s9g
1278,Xrf5ydeYxu4,Amber Heard LOSES Defamation Trial And Has To Pay $15m To Johnny Depp - Full Verdict,52000,661,https://www.youtube.com/watch?v=Xrf5ydeYxu4
1279,CVrX0pek7J4,Bob Costas Debates Qatar World Cup Controversy With Piers Morgan,51000,798,https://www.youtube.com/watch?v=CVrX0pek7J4
1280,OGmGKX-hjV0,This TikTok Star MDMotivator Does Random Acts Of Kindness! | PMU,50000,273,https://www.youtube.com/watch?v=OGmGKX-hjV0
1281,Rz1BywNao1Y,Is Piers Morgan Older or Younger Than Brad Pitt?,49000,499,https://www.youtube.com/watch?v=Rz1BywNao1Y
1282,vhz9QdGfknY,Piers Morgan And Konstantin Kisin Debate Whether MPs Should Be Paid MORE,49000,469,https://www.youtube.com/watch?v=vhz9QdGfknY
1283,k_c5MJXF-7o,Ex Arsenal Boss David Dein Defends FIFA's Gianni Infantino And World Cup,49000,843,https://www.youtube.com/watch?v=k_c5MJXF-7o
1284,xbHc6UK5Gjo,“It's SO Depressing” Nick Ross on Jill Dando’s Murder ‘Conspiracy Theories’,48000,924,https://www.youtube.com/watch?v=xbHc6UK5Gjo
1285,9jGr0-VfUhw,EXCLUSIVE: Luis Rubiales Tells Piers Morgan Why He Can No Longer Work After Controversy,47000,119,https://www.youtube.com/watch?v=9jGr0-VfUhw
1286,FdSmVSnbGz0,"Piers Morgan: ""Just Stop Oil Should Change Their Name To Stop Being Utter Prats""",47000,280,https://www.youtube.com/watch?v=FdSmVSnbGz0
1287,h6SbsEisDDk,Piers Morgan Interviews Michael Block After His Fairytale PGA Championship,47000,813,https://www.youtube.com/watch?v=h6SbsEisDDk
1288,3XXOolvBKLE,EVERY Guest's Opinion on Meghan Markle and Prince Harry,47000,301,https://www.youtube.com/watch?v=3XXOolvBKLE
1289,r-fLaOpzqiE,Piers Morgan - Even MORE Uncensored! | Unleashing Unlimited Debates And Excusive Interviews,46000,90,https://www.youtube.com/watch?v=r-fLaOpzqiE
1290,UxqtAdKBFf0,'I Vow To Thee My Country' Performed By Katherine Jenkins,46000,163,https://www.youtube.com/watch?v=UxqtAdKBFf0
1291,EqcEQYMP1OI,"Tucker Carlson: ""They Plan To Hound Trump Out Of Politics Forever""",46000,902,https://www.youtube.com/watch?v=EqcEQYMP1OI
1292,yu3fWf7idCc,"""He Is SO Different To Queen Elizabeth II!"" India Hicks on Godfather King Charles III",46000,477,https://www.youtube.com/watch?v=yu3fWf7idCc
1293,3rtyjQYVNTc,"""SHE DOES NOTHING!"" Marina Purkiss on The Queen and The Royal Family",46000,308,https://www.youtube.com/watch?v=3rtyjQYVNTc
1294,6w03LK-lDLM,"""We're STILL MARRIED!"" Lilly Becker Announces She's Still Boris Becker's Wife | PMU",46000,657,https://www.youtube.com/watch?v=6w03LK-lDLM
1295,aeRaGMFK0Bk,"Prince Andrew Greater Liability Than Prince Harry And Meghan Markle, Says Kinsey Schofield",45000,631,https://www.youtube.com/watch?v=aeRaGMFK0Bk
1296,cbJfi-tSADQ,"""You Can't Spin This One!"" Defense Attorney Reacts To Trump Being Found Guilty",45000,184,https://www.youtube.com/watch?v=cbJfi-tSADQ
1297,KGoV7d-pT1E,"""Charles, JOIN The WORKING CLASS!"" Johnny Rotten Reacts to Prince's Charity Scandal",45000,790,https://www.youtube.com/watch?v=KGoV7d-pT1E
1298,NvszJHWv8I8,"Amber Heard STATEMENT - Lisa Bloom, Tomi Lahren, Janice Dickinson and More React",45000,510,https://www.youtube.com/watch?v=NvszJHWv8I8
1299,lmiCy9BHq84,Piers Morgan Debates Pro-Gun Ben Ferguson Over Texas School Shooting,45000,500,https://www.youtube.com/watch?v=lmiCy9BHq84
1300,uY3ecwig3tA,Melissa Rivers Reacts To Kim Kardashian's Met Gala dress With Piers Morgan | PMU,45000,311,https://www.youtube.com/watch?v=uY3ecwig3tA
1301,1dlS2Qc-Te8,"""You Can Take Our Life, But Not Our Hope!"" Masih Alinejad's Fight Against Iran Regime",44000,385,https://www.youtube.com/watch?v=1dlS2Qc-Te8
1302,_-8BIurxuTU,Stephen A Smith On His Apology To Rihanna About Beyoncé Being 'Better',44000,685,https://www.youtube.com/watch?v=_-8BIurxuTU
1303,PZiU0Li3LzI,"""THIS Is The American Dream?"" Piers Morgan Reacts To Kim Kardashian Nude Cover",44000,366,https://www.youtube.com/watch?v=PZiU0Li3LzI
1304,1tmavzHf2YE,“Britain Is Turning To Sh*t!” Piers Morgan’s Message To Prime Minister Liz Truss,44000,1024,https://www.youtube.com/watch?v=1tmavzHf2YE
1305,98MmF9MXmvA,Johnny Depp v Amber Heard - Tomi Lahren and Piers Morgan React | PMU,44000,336,https://www.youtube.com/watch?v=98MmF9MXmvA
1306,AzbB4si8xAE,'You Can't Cancel Ye!' Kanye West Interview Reaction | The Post Morgan,43000,1352,https://www.youtube.com/watch?v=AzbB4si8xAE
1307,VNijdQyzShE,"""Kanye Is NOT WELL!"" Lawyer Debates Kanye West's Removal From Social Media",43000,412,https://www.youtube.com/watch?v=VNijdQyzShE
1308,en5CyzoLrpU,"""COME HELP BUILD OUR WALL!"" Ann Coulter Says America Is A Priority Over Ukraine",43000,594,https://www.youtube.com/watch?v=en5CyzoLrpU
1309,hTrgvNHeMmg,Jacob Rees-Mogg Is John Lydon's Pick For The Next Prime Minister,42000,322,https://www.youtube.com/watch?v=hTrgvNHeMmg
1310,lOKkLGClTIY,"""Andrew, Harry and now Charles...What A Family!"" Panel Debate Royal Family Controversies",41000,597,https://www.youtube.com/watch?v=lOKkLGClTIY
1311,6Q3vKdUnKxg,"""We NEED And MISS Harry!"" Lord Dannatt On Prince Harry and Meghan Markle's Return To Royal Family",41000,562,https://www.youtube.com/watch?v=6Q3vKdUnKxg
1312,3YNKKaZGBsQ,"""Everything's Toxic Masculinity!"" Piers Morgan and Ben Shapiro On Cancel Culture",40000,957,https://www.youtube.com/watch?v=3YNKKaZGBsQ
1313,prCFih1o9yM,Piers Morgan and Tucker Carlson React to Will Smith Slapping Chris Rock at The Oscars,40000,280,https://www.youtube.com/watch?v=prCFih1o9yM
